date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:51	64702/64702	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-grid.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-grid.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:57:52	53162/53162	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-images.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-images.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:57:53	57344/57344	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-list-group.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-list-group.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:57:54	50563/50563	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-media-object.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-media-object.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:57:55	68595/68595	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-modal.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-modal.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:57:56	56828/56828	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-notifications.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-notifications.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:57:57	55920/55920	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-pagination.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-pagination.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:57:58	49235/49235	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-popovers.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-popovers.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:57:59	51642/51642	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-progressbars.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-progressbars.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:00	65632/65632	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-tabs.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-tabs.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:01	47062/47062	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/ui-tooltips.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/ui-tooltips.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:02	67724/67724	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/form-layout.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/form-layout.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:03	57301/57301	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/form-validation.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/form-validation.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:04	53166/53166	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/form-switch.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/form-switch.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:05	54565/54565	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/form-chechbox.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/form-chechbox.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:06	50812/50812	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/form-radio.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/form-radio.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:07	50883/50883	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/form-wizard.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/form-wizard.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:08	53559/53559	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/form-wizard-validate.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/form-wizard-validate.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:09	55192/55192	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/form-wizard-vertical.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/form-wizard-vertical.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:10	73522/73522	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/tables-basic.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/tables-basic.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:11	67376/67376	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/data-table.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/data-table.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:12	47003/47003	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/table-editable.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/table-editable.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:13	42338/42338	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/chart-morris.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/chart-morris.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:14	45381/45381	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/chart-high.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/chart-high.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:15	46637/46637	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/chart-am.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/chart-am.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:16	45544/45544	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/chart-apex.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/chart-apex.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:17	56397/56397	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/icon-dripicons.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/icon-dripicons.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:18	51320/51320	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/icon-fontawesome-5.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/icon-fontawesome-5.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:19	50497/50497	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/icon-lineawesome.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/icon-lineawesome.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:20	49896/49896	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/icon-remixicon.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/icon-remixicon.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:21	49986/49986	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/icon-unicons.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/icon-unicons.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:22	7312/7312	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/sign-in.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/sign-in.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:23	7172/7172	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/sign-up.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/sign-up.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:24	6531/6531	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-recoverpw.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-recoverpw.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:25	6246/6246	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-confirm-mail.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-confirm-mail.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:26	6511/6511	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-lock-screen.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-lock-screen.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:27	50766/50766	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-timeline.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-timeline.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:28	50771/50771	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-invoice.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-invoice.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:29	40744/40744	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/blank-page.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/blank-page.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:30	5597/5597	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-error.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-error.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:31	5153/5153	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-error-500.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-error-500.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:32	47809/47809	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-pricing.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-pricing.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:33	7331/7331	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-maintenance.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-maintenance.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:33	7707/7707	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-comingsoon.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-comingsoon.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:35	51781/51781	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/pages-faq.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/pages-faq.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:35	101204/101204	---M--	200	added ('OK')	image/jpeg	etag:%2218b54-5c4914ab15ca7%22	https://templates.iqonic.design/muzik/html/images/user/01.jpg	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/user/01.jpg	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:36	122794/122794	---M--	200	added ('OK')	image/jpeg	etag:%221dfaa-5c4914ab15ca7%22	https://templates.iqonic.design/muzik/html/images/user/02.jpg	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/user/02.jpg	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:37	105031/105031	---M--	200	added ('OK')	image/jpeg	etag:%2219a47-5c4914ab16c47%22	https://templates.iqonic.design/muzik/html/images/user/03.jpg	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/user/03.jpg	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:38	143468/143468	---M--	200	added ('OK')	image/jpeg	etag:%222306c-5c4914ab16c47%22	https://templates.iqonic.design/muzik/html/images/user/04.jpg	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/user/04.jpg	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:39	98046/98046	---M--	200	added ('OK')	image/jpeg	etag:%2217efe-5c4914ab16c47%22	https://templates.iqonic.design/muzik/html/images/user/05.jpg	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/user/05.jpg	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:41	312686/312686	---M--	200	added ('OK')	image/png	etag:%224c56e-5c4914ab17be7%22	https://templates.iqonic.design/muzik/html/images/user/11.png	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/user/11.png	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:42	42030/42030	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:25%20GMT	https://templates.iqonic.design/muzik/html/account-setting.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/account-setting.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:43	47533/47533	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/privacy-setting.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/privacy-setting.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:44	54453/54453	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2013:06:26%20GMT	https://templates.iqonic.design/muzik/html/music-player.html	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/music-player.html	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:44	6026/6026	---M--	200	added ('OK')	image/png	etag:%22178a-5c4914ab01486%22	https://templates.iqonic.design/muzik/html/images/dashboard/realease-song/01.png	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/dashboard/realease-song/01.png	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:45	9089/9089	---M--	200	added ('OK')	image/png	etag:%222381-5c4914ab01486%22	https://templates.iqonic.design/muzik/html/images/dashboard/realease-song/02.png	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/dashboard/realease-song/02.png	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:46	9551/9551	---M--	200	added ('OK')	image/png	etag:%22254f-5c4914ab01486%22	https://templates.iqonic.design/muzik/html/images/dashboard/realease-song/03.png	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/dashboard/realease-song/03.png	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:47	7571/7571	---M--	200	added ('OK')	image/png	etag:%221d93-5c4914ab01486%22	https://templates.iqonic.design/muzik/html/images/dashboard/realease-song/04.png	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/dashboard/realease-song/04.png	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:48	8328/8328	---M--	200	added ('OK')	image/png	etag:%222088-5c4914ab01486%22	https://templates.iqonic.design/muzik/html/images/dashboard/realease-song/05.png	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/dashboard/realease-song/05.png	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:49	8749/8749	---M--	200	added ('OK')	image/png	etag:%22222d-5c4914ab01486%22	https://templates.iqonic.design/muzik/html/images/dashboard/realease-song/06.png	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/dashboard/realease-song/06.png	(from https://templates.iqonic.design/muzik/html/index.html)
12:58:50	8478/8478	---M--	200	added ('OK')	image/png	etag:%22211e-5c4914ab01486%22	https://templates.iqonic.design/muzik/html/images/dashboard/realease-song/07.png	/home/ontuga/websites/Music%20app/templates.iqonic.design/muzik/html/images/dashboard/realease-song/07.png	(from https://templates.iqonic.design/muzik/html/index.html)
